,race,age_cat,score_text,v_score_text,priors_count,age_cat,two_year_recid
3887,0,0,1,1,0,0,1
3888,1,1,0,0,0,1,0
3889,1,1,0,0,0,1,0
3890,0,1,0,0,0,1,1
3891,0,0,0,0,0,0,1
3892,1,1,0,0,0,1,0
3893,0,0,1,1,0,0,1
3894,0,1,1,0,0,1,1
3895,0,1,1,0,0,1,0
3896,1,1,0,0,0,1,1
3897,1,1,1,0,0,1,0
3898,0,0,1,1,0,0,0
3899,0,0,1,1,0,0,1
3900,0,1,1,1,0,1,1
3902,0,1,0,0,0,1,0
3903,0,1,1,1,0,1,1
3904,1,1,0,0,0,1,0
3906,1,0,0,1,0,0,0
3907,0,1,1,0,1,1,1
3908,0,1,1,0,1,1,1
3909,0,0,1,1,0,0,1
3910,1,1,0,0,0,1,0
3912,1,1,0,0,0,1,0
3913,0,1,1,1,1,1,1
3914,1,1,0,0,0,1,1
3916,0,1,0,0,0,1,0
3918,0,1,0,0,0,1,1
3919,0,0,1,1,0,0,1
3920,0,1,0,1,0,1,1
3921,0,0,0,0,0,0,0
3922,0,1,0,0,1,1,1
3923,1,0,1,1,0,0,0
3924,1,1,1,0,0,1,1
3925,0,1,0,0,1,1,0
3926,0,1,1,1,1,1,1
3927,0,1,0,0,0,1,1
3928,0,1,1,0,1,1,0
3929,0,1,0,0,0,1,0
3930,1,0,0,1,0,0,0
3931,1,1,0,0,0,1,1
3932,0,1,0,0,0,1,1
3933,1,1,1,0,0,1,0
3934,1,1,1,1,0,1,0
3935,0,1,0,0,0,1,1
3936,0,1,0,0,1,1,0
3937,0,1,0,0,0,1,1
3938,1,1,0,0,1,1,1
3939,0,1,1,1,1,1,1
3941,1,1,0,0,0,1,0
3942,0,0,1,1,0,0,0
3943,1,1,0,0,0,1,1
3945,0,1,1,1,1,1,1
3946,1,1,0,0,0,1,1
3947,1,0,1,1,0,0,0
3948,0,0,1,1,0,0,1
3949,0,1,0,0,0,1,0
3950,0,1,1,1,0,1,0
3952,0,1,0,0,0,1,1
3953,0,1,0,0,0,1,0
3954,0,1,0,0,0,1,0
3955,1,1,0,0,0,1,0
3956,0,1,1,1,1,1,0
3957,1,0,1,0,0,0,1
3958,0,1,0,0,1,1,1
3959,1,0,1,1,0,0,1
3960,1,0,1,1,0,0,1
3961,1,1,0,0,0,1,1
3962,0,1,1,1,1,1,1
3963,1,1,1,1,0,1,0
3964,1,1,0,0,0,1,0
3966,1,0,1,0,0,0,0
3968,1,1,0,0,0,1,0
3970,0,0,1,1,0,0,1
3971,0,1,0,0,0,1,0
3972,0,1,1,1,1,1,1
3973,1,0,1,0,0,0,0
3974,1,1,1,0,0,1,1
3975,0,1,1,1,1,1,1
3976,0,1,1,0,1,1,1
3977,1,1,1,0,0,1,0
3978,1,1,0,0,0,1,1
3979,0,1,1,0,1,1,1
3980,0,0,0,1,0,0,1
3981,0,1,1,1,1,1,0
3982,1,1,0,0,0,1,0
3983,0,0,1,1,0,0,0
3984,1,1,0,0,0,1,1
3986,0,1,0,0,0,1,1
3987,0,1,1,0,1,1,0
3988,1,1,0,0,0,1,0
3990,1,1,0,1,0,1,1
3991,0,1,0,0,1,1,1
3992,0,1,1,1,0,1,1
3993,0,1,0,0,0,1,0
3994,1,1,0,0,0,1,0
3996,0,1,0,0,0,1,0
3997,0,1,1,1,0,1,0
3998,0,1,0,1,0,1,1
4000,1,0,0,1,0,0,0
4001,0,0,1,1,0,0,1
4002,0,0,0,1,0,0,0
4003,1,1,0,0,0,1,0
4004,0,1,0,0,0,1,0
4006,1,1,1,0,0,1,1
4008,0,0,1,1,1,0,1
4009,0,1,1,1,0,1,1
4010,0,1,0,0,1,1,1
4011,1,1,0,0,0,1,0
4012,0,1,1,0,0,1,0
4013,0,1,1,0,0,1,0
4014,1,0,1,1,0,0,0
4015,1,1,0,0,0,1,0
4016,1,1,0,0,0,1,0
4018,0,1,1,1,1,1,1
4020,0,1,1,1,0,1,1
4022,1,1,0,0,0,1,0
4023,0,1,1,0,1,1,1
4024,1,0,0,1,0,0,1
4027,0,1,0,0,1,1,0
4028,1,1,1,0,0,1,0
4029,0,0,1,1,0,0,1
4030,0,1,1,0,0,1,0
4031,0,0,1,1,0,0,0
4032,0,1,0,0,0,1,0
4033,1,1,0,0,0,1,0
4034,1,1,1,1,0,1,1
4036,0,1,1,1,0,1,0
4037,0,1,1,0,1,1,1
4038,0,1,0,0,1,1,1
4039,0,1,1,1,1,1,1
4040,0,1,0,1,0,1,0
4041,1,1,1,0,1,1,1
4042,0,1,0,0,0,1,0
4043,0,0,0,0,0,0,1
4044,0,1,1,1,1,1,1
4045,1,1,0,0,1,1,1
4046,1,1,0,0,0,1,0
4047,1,1,0,0,0,1,1
4048,0,1,1,0,0,1,0
4050,1,1,0,0,0,1,0
4051,1,1,0,0,0,1,0
4053,0,1,0,0,0,1,0
4054,0,0,0,1,0,0,0
4055,0,1,0,0,0,1,1
4056,0,1,1,1,1,1,1
4057,1,0,0,0,0,0,0
4058,0,0,1,0,0,0,1
4059,0,1,1,1,0,1,0
4060,0,1,1,1,0,1,1
4061,1,0,0,1,0,0,1
4062,0,1,1,1,0,1,1
4063,1,0,0,0,0,0,1
4064,0,1,1,1,1,1,1
4065,1,1,1,1,1,1,0
4067,0,1,1,0,1,1,0
4068,1,0,0,0,0,0,0
4069,1,1,0,0,0,1,0
4070,1,1,0,0,0,1,0
4071,0,1,1,0,1,1,0
4072,1,1,0,0,0,1,0
4073,1,1,0,0,0,1,0
4074,0,1,0,0,0,1,1
4075,0,1,1,0,1,1,1
4076,1,1,0,0,0,1,0
4077,0,1,1,1,0,1,0
4078,1,1,1,0,0,1,0
4079,0,0,1,1,0,0,1
4080,1,1,1,1,0,1,0
4081,0,1,1,0,0,1,1
4082,0,1,1,1,1,1,1
4083,0,1,1,1,1,1,0
4084,0,1,1,0,1,1,0
4087,0,1,0,0,0,1,0
4088,0,1,1,1,1,1,1
4089,0,1,1,1,0,1,1
4090,0,1,1,0,1,1,1
4091,1,1,0,0,0,1,0
4093,1,1,0,0,0,1,1
4094,1,1,0,0,1,1,0
4096,1,1,1,1,1,1,1
4097,0,0,1,0,0,0,1
4098,0,1,1,1,0,1,0
4099,1,1,0,0,0,1,1
4100,1,0,1,1,0,0,1
4101,0,1,1,1,0,1,0
4103,0,1,1,1,1,1,1
4104,1,1,0,0,0,1,0
4105,0,0,1,1,0,0,0
4106,0,1,0,0,0,1,0
4107,0,1,0,0,0,1,1
4108,1,1,1,0,0,1,1
4110,0,1,1,1,1,1,1
4111,0,0,1,1,0,0,1
4113,0,0,1,1,0,0,1
4114,0,1,1,1,0,1,1
4115,1,1,0,0,0,1,1
4116,0,1,1,1,0,1,1
4117,1,1,0,0,0,1,1
4118,1,1,0,0,0,1,0
4119,0,1,1,1,0,1,1
4120,0,0,0,1,0,0,1
4121,0,1,1,1,0,1,0
4122,0,1,0,0,0,1,0
4124,1,1,0,0,0,1,0
4125,1,1,0,0,0,1,0
4128,1,0,0,1,0,0,0
4129,0,0,1,1,1,0,1
4130,1,1,0,0,0,1,0
4131,0,1,1,0,0,1,1
4132,0,1,1,1,1,1,0
4133,0,1,1,1,1,1,1
4134,0,0,0,1,0,0,1
4135,0,1,1,1,0,1,1
4136,0,1,1,0,0,1,0
4137,0,1,1,1,1,1,1
4138,1,0,0,1,0,0,1
4139,1,1,0,0,0,1,1
4140,0,0,1,1,0,0,1
4141,1,1,1,0,1,1,0
4143,0,0,1,1,0,0,1
4144,0,1,0,0,0,1,0
4145,0,0,1,1,0,0,1
4146,0,1,1,1,1,1,1
4149,0,1,0,0,0,1,0
4150,1,1,1,0,0,1,1
4151,1,0,1,1,1,0,1
4152,0,0,1,1,0,0,1
4153,1,1,0,0,0,1,0
4154,0,1,1,1,1,1,0
4155,1,1,0,0,0,1,1
4156,0,0,1,1,0,0,1
4158,1,1,1,0,0,1,0
4159,0,0,1,1,0,0,0
4160,1,1,0,0,0,1,1
4161,1,1,0,0,0,1,0
4162,0,0,0,1,0,0,0
4163,0,1,1,1,0,1,1
4164,0,1,0,0,0,1,0
4165,0,0,0,0,0,0,0
4166,0,1,1,1,1,1,0
4167,0,1,1,1,1,1,0
4168,1,0,1,1,0,0,1
4169,1,1,1,0,0,1,0
4170,0,1,0,0,0,1,0
4171,1,1,1,0,1,1,1
4172,0,1,0,0,0,1,1
4173,0,1,1,0,1,1,0
4176,0,1,0,0,0,1,0
4177,0,0,1,1,0,0,0
4179,1,1,0,0,0,1,0
4180,0,0,1,1,0,0,0
4181,0,1,0,0,0,1,0
4182,0,1,1,1,1,1,1
4183,0,1,1,1,1,1,1
4184,0,1,0,0,0,1,1
4185,0,0,1,1,0,0,0
4186,0,1,1,1,1,1,1
4187,0,1,1,1,1,1,1
4189,1,1,0,0,0,1,1
4190,0,0,1,1,0,0,1
4191,1,0,0,1,0,0,0
4192,1,1,0,0,0,1,0
4194,1,1,1,1,0,1,1
4195,0,1,1,0,0,1,1
4196,1,1,0,0,0,1,0
4197,0,1,0,0,1,1,0
4198,0,0,1,1,0,0,0
4199,0,1,1,0,0,1,1
4200,1,0,1,1,0,0,0
4201,1,0,1,1,0,0,1
4202,0,1,0,1,0,1,1
4203,0,1,1,1,1,1,1
4204,1,1,1,0,0,1,0
4205,0,0,1,1,0,0,1
4206,0,1,1,0,0,1,0
4207,0,0,1,1,0,0,1
4208,1,1,1,0,0,1,0
4209,1,0,1,1,0,0,0
4210,0,0,1,1,0,0,1
4211,1,1,0,0,0,1,0
4212,0,1,0,0,0,1,0
4213,1,1,0,0,1,1,1
4214,0,1,0,0,0,1,0
4216,0,1,0,0,0,1,0
4217,0,0,1,1,0,0,1
4218,0,0,1,1,0,0,1
4219,1,1,1,0,0,1,0
4220,0,0,1,1,0,0,1
4221,0,1,1,1,0,1,1
4222,0,1,0,0,0,1,0
4223,0,1,1,0,0,1,0
4224,0,1,0,0,1,1,1
4225,0,1,0,0,0,1,1
4227,1,0,0,1,0,0,1
4228,0,1,1,1,1,1,0
4229,0,1,0,0,0,1,1
4230,1,1,0,0,0,1,1
4231,1,1,0,0,0,1,0
4233,0,1,1,0,1,1,1
4234,1,1,0,0,1,1,0
4235,0,1,1,0,1,1,1
4237,1,0,1,0,0,0,0
4238,1,0,1,1,0,0,0
4239,1,1,0,0,0,1,0
4240,0,1,0,0,0,1,0
4241,0,0,0,1,0,0,1
4243,1,1,0,0,0,1,0
4244,1,0,1,1,0,0,0
4245,1,1,0,0,1,1,0
4246,1,1,1,0,0,1,1
4247,1,1,1,1,1,1,0
4248,0,1,1,1,0,1,0
4249,1,1,0,0,0,1,0
4250,0,1,0,0,0,1,0
4251,0,1,0,0,0,1,0
4252,1,1,1,0,1,1,1
4253,0,1,1,1,1,1,1
4254,0,1,1,1,0,1,1
4256,0,1,0,0,0,1,0
4257,0,1,0,0,0,1,1
4260,0,1,1,1,1,1,1
4261,0,1,0,0,0,1,1
4262,0,0,1,1,0,0,1
4265,0,1,0,0,1,1,0
4267,0,1,1,1,1,1,1
4269,1,1,0,0,0,1,0
4270,0,1,0,0,0,1,1
4271,1,1,1,0,1,1,1
4272,0,0,0,0,0,0,0
4273,1,1,1,0,1,1,1
4274,1,1,0,0,0,1,1
4276,0,1,0,0,0,1,0
4278,0,1,0,0,0,1,0
4279,0,0,1,1,0,0,1
4281,1,0,1,1,0,0,1
4282,0,1,0,0,0,1,0
4283,1,1,0,0,0,1,0
4284,0,1,0,0,0,1,0
4287,0,1,0,0,0,1,0
4288,1,1,1,0,0,1,1
4289,0,0,1,1,0,0,0
4290,0,1,0,0,0,1,1
4291,0,1,0,0,0,1,0
4292,0,0,0,0,0,0,0
4293,0,1,0,0,0,1,1
4294,1,1,0,0,0,1,1
4296,0,1,1,1,1,1,1
4297,0,0,1,1,1,0,1
4298,0,1,0,0,0,1,0
4300,1,1,0,0,0,1,0
4301,0,0,0,0,0,0,0
4302,1,1,1,1,1,1,1
4303,1,1,0,0,0,1,0
4304,1,1,0,0,0,1,0
4306,0,1,0,0,0,1,0
4307,0,1,1,1,0,1,1
4309,0,1,0,0,0,1,0
4310,0,0,1,1,0,0,1
4311,1,0,1,1,0,0,1
4312,1,1,0,0,0,1,0
4313,0,1,1,1,1,1,1
4314,1,1,0,0,0,1,1
4316,0,0,1,0,0,0,1
4319,0,1,1,1,0,1,0
4320,0,1,1,1,1,1,1
4321,1,1,0,0,1,1,1
4322,1,1,0,0,0,1,0
4323,0,0,1,1,0,0,1
4324,0,1,0,0,0,1,0
4325,0,1,0,0,0,1,0
4326,0,1,1,1,1,1,1
4327,0,0,0,0,0,0,1
4328,0,1,1,1,1,1,1
4329,0,1,1,0,0,1,1
4330,0,1,1,1,0,1,0
4331,1,1,0,0,0,1,0
4334,1,0,1,1,0,0,1
4335,0,0,0,1,0,0,0
4336,0,0,1,1,0,0,0
4337,0,1,0,0,1,1,1
4338,0,1,1,0,1,1,1
4339,0,1,0,0,0,1,1
4340,0,0,1,1,0,0,1
4341,0,0,1,1,0,0,1
4343,0,1,0,0,0,1,0
4344,1,1,0,0,0,1,0
4345,0,1,1,1,1,1,1
4347,1,1,0,0,0,1,1
4348,0,1,0,0,0,1,1
4349,0,1,0,0,0,1,1
4350,1,1,0,0,0,1,0
4351,0,1,0,0,0,1,0
4352,1,0,0,0,0,0,0
4353,1,1,0,0,0,1,0
4354,0,1,1,0,1,1,0
4355,0,0,1,1,0,0,1
4357,1,1,0,0,1,1,1
4358,1,1,1,0,0,1,0
4359,1,1,1,0,1,1,1
4360,0,1,0,0,0,1,0
4361,1,1,0,1,0,1,1
4365,0,0,1,1,0,0,1
4366,0,0,1,1,0,0,1
4367,1,1,1,0,0,1,1
4368,0,1,0,0,1,1,0
4369,1,1,1,1,1,1,1
4370,1,1,0,0,0,1,0
4371,0,1,1,1,1,1,0
4372,0,0,1,0,0,0,1
4373,1,1,1,1,1,1,1
4374,0,1,0,0,0,1,0
4375,0,1,0,0,0,1,1
4376,0,0,1,1,0,0,1
4377,0,1,1,0,1,1,1
4378,0,1,1,1,0,1,0
4379,0,1,1,0,1,1,1
4380,0,1,1,1,1,1,1
4381,0,0,1,1,0,0,1
4382,0,1,1,0,0,1,0
4384,1,0,0,0,0,0,0
4385,0,1,1,0,0,1,1
4386,0,1,1,1,1,1,1
4387,0,1,1,0,0,1,1
4388,1,1,0,0,0,1,0
4389,1,1,1,0,1,1,1
4390,0,1,0,0,0,1,1
4391,1,1,1,1,0,1,1
4392,1,1,0,0,0,1,0
4393,0,1,1,1,1,1,1
4394,0,1,1,1,1,1,0
4395,1,1,1,0,0,1,1
4397,1,1,1,1,0,1,0
4398,0,0,1,1,0,0,1
4399,0,1,0,0,0,1,1
4400,1,1,1,0,0,1,0
4401,1,1,1,0,0,1,1
4402,0,0,1,1,0,0,1
4403,0,1,1,0,0,1,1
4404,0,1,1,0,1,1,1
4405,0,1,0,0,0,1,0
4406,0,1,0,0,1,1,1
4407,1,1,0,0,0,1,0
4408,0,0,0,1,0,0,1
4409,0,1,0,0,0,1,0
4410,1,1,0,0,0,1,0
4412,1,1,0,0,0,1,0
4413,1,0,1,1,0,0,0
4416,0,1,0,0,0,1,1
4417,1,0,1,1,0,0,1
4420,0,1,0,0,0,1,0
4421,0,1,0,0,0,1,0
4422,0,1,0,0,0,1,0
4423,0,0,1,1,0,0,1
4425,0,0,0,1,0,0,1
4426,1,1,0,0,0,1,1
4427,0,1,0,1,0,1,0
4428,1,1,0,0,1,1,1
4429,1,1,0,1,0,1,1
4430,0,1,1,1,1,1,0
4431,0,1,0,0,1,1,1
4432,0,0,1,1,0,0,0
4433,1,1,0,0,0,1,0
4434,0,0,1,1,0,0,1
4435,1,0,1,0,0,0,1
4436,0,1,0,0,0,1,0
4437,1,1,0,0,0,1,0
4438,0,1,0,0,0,1,0
4439,0,1,1,1,0,1,0
4441,0,1,1,0,0,1,1
4442,0,0,1,1,1,0,1
4443,0,1,0,0,1,1,0
4444,0,1,0,0,1,1,0
4445,1,0,0,1,0,0,1
4446,0,1,1,0,0,1,0
4447,1,1,0,0,0,1,0
4448,0,1,0,0,0,1,0
4449,0,1,1,1,0,1,0
4450,0,1,1,1,1,1,1
4451,0,0,0,1,0,0,0
4452,0,1,1,0,1,1,0
4453,1,1,1,1,1,1,1
4454,1,1,1,0,0,1,0
4455,1,0,1,0,1,0,1
4456,0,1,0,0,0,1,0
4457,0,1,0,0,0,1,0
4459,1,1,1,1,0,1,1
4460,0,1,1,0,1,1,1
4462,1,1,0,0,0,1,0
4463,1,1,0,0,0,1,0
4464,1,0,0,0,0,0,0
4465,0,1,1,1,0,1,0
4466,1,1,0,0,0,1,0
4468,0,0,1,1,0,0,1
4469,1,1,0,0,1,1,0
4470,1,1,0,0,0,1,1
4471,0,1,0,0,0,1,0
4473,0,1,0,0,0,1,0
4474,0,1,1,1,1,1,1
4475,0,1,1,0,1,1,1
4477,1,1,1,0,0,1,1
4478,1,1,0,0,0,1,0
4479,0,1,1,1,0,1,0
4480,0,1,0,0,0,1,1
4481,1,0,1,1,1,0,1
4482,0,0,1,1,0,0,0
4483,1,1,1,0,1,1,1
4484,1,1,1,0,1,1,0
4485,0,0,0,1,0,0,0
4486,0,1,0,0,0,1,0
4487,0,0,0,1,0,0,1
4488,1,1,1,1,1,1,1
4489,0,1,0,0,1,1,1
4491,0,1,1,0,1,1,1
4492,0,1,0,0,0,1,1
4493,0,1,1,1,0,1,0
4494,1,1,0,0,0,1,0
4495,1,1,1,0,1,1,1
4496,0,1,1,1,0,1,0
4497,0,1,1,0,0,1,0
4498,0,1,1,1,1,1,1
4499,1,0,0,0,0,0,0
4500,0,1,0,0,1,1,1
4501,0,1,1,0,1,1,1
4502,1,1,1,1,1,1,1
4503,1,1,0,0,0,1,0
4504,1,1,0,0,1,1,0
4505,0,0,1,0,0,0,1
4506,0,1,0,0,1,1,0
4507,0,1,1,0,0,1,1
4508,0,1,0,0,0,1,1
4509,1,1,0,0,0,1,1
4510,1,0,1,1,0,0,1
4511,0,0,1,1,0,0,1
4512,0,1,1,1,1,1,1
4513,1,1,0,0,0,1,0
4514,0,1,1,0,1,1,1
4516,0,1,0,0,0,1,0
4517,1,1,0,0,0,1,0
4518,0,1,0,0,0,1,0
4521,1,0,1,1,1,0,1
4522,0,1,1,1,1,1,1
4523,0,0,0,0,0,0,0
4524,1,1,0,0,0,1,0
4525,1,1,0,0,0,1,0
4526,1,1,0,0,0,1,0
4527,0,0,1,1,0,0,1
4528,0,1,0,0,1,1,0
4529,0,1,0,0,0,1,0
4530,1,1,0,0,1,1,0
4531,1,1,0,0,0,1,0
4532,1,1,1,0,0,1,0
4533,0,1,1,0,1,1,1
4534,1,1,0,0,0,1,0
4535,0,1,0,0,0,1,1
4536,1,0,0,0,0,0,1
4537,1,1,1,1,1,1,0
4538,0,0,1,1,0,0,1
4539,1,1,0,0,0,1,0
4540,0,1,1,1,1,1,1
4541,0,0,1,1,0,0,1
4542,1,1,0,0,0,1,1
4543,1,1,0,0,0,1,1
4544,0,1,0,0,0,1,1
4545,0,1,1,0,0,1,0
4546,1,1,0,0,0,1,0
4547,1,1,0,0,0,1,1
4548,0,1,1,0,1,1,1
4549,0,0,1,1,0,0,0
4550,1,1,0,0,0,1,0
4551,0,1,0,0,1,1,1
4552,0,1,1,0,1,1,0
4553,0,0,1,1,0,0,1
4554,0,1,0,0,0,1,1
4555,1,1,0,0,0,1,0
4556,1,0,1,1,0,0,0
4557,0,1,1,1,0,1,1
4558,0,1,0,0,0,1,0
4559,0,0,1,1,1,0,1
4560,1,0,0,1,0,0,0
4561,1,1,1,1,0,1,1
4562,0,1,1,1,0,1,0
4563,0,1,1,0,0,1,0
4564,0,1,1,1,1,1,0
4565,1,0,0,1,0,0,0
4566,0,1,1,1,1,1,1
4567,0,1,0,0,0,1,0
4568,0,0,1,1,0,0,0
4569,0,1,1,1,0,1,1
4570,1,1,1,1,0,1,1
4572,1,1,0,0,0,1,1
4573,0,1,0,0,0,1,0
4574,0,1,1,1,1,1,1
4575,1,0,0,1,0,0,0
4576,0,0,1,0,0,0,1
4578,0,0,1,1,0,0,1
4579,0,1,1,1,0,1,0
4580,0,1,1,1,1,1,1
4581,1,1,0,0,0,1,0
4582,1,1,0,0,0,1,0
4584,1,1,0,0,0,1,0
4585,0,0,1,1,0,0,0
4586,1,1,0,0,0,1,0
4587,1,1,0,0,0,1,0
4588,0,0,1,1,0,0,0
4590,0,0,1,1,0,0,1
4591,0,1,0,0,1,1,0
4592,0,0,0,1,0,0,1
4593,0,1,0,1,0,1,0
4594,1,1,0,0,0,1,0
4595,0,1,0,0,0,1,1
4596,1,1,1,0,0,1,1
4597,0,1,0,0,0,1,0
4598,1,0,0,1,0,0,1
4599,0,0,1,1,0,0,0
4600,1,1,0,0,0,1,1
4601,1,1,0,0,0,1,1
4602,0,1,0,0,1,1,1
4603,0,0,1,1,0,0,1
4604,1,1,1,1,0,1,0
4605,1,1,0,0,0,1,0
4607,0,0,0,1,0,0,0
4608,0,0,1,1,0,0,1
4609,0,1,1,0,1,1,0
4610,1,1,1,0,1,1,1
4611,1,1,0,0,0,1,1
4612,0,1,1,1,0,1,1
4613,0,1,1,0,1,1,0
4614,1,1,0,0,0,1,1
4615,1,1,0,0,0,1,1
4617,1,1,0,0,0,1,0
4618,1,1,0,0,0,1,0
4619,0,0,1,1,0,0,1
4621,0,1,0,0,0,1,0
4623,1,0,0,0,0,0,0
4624,0,1,0,0,0,1,1
4625,1,0,1,1,0,0,1
4626,1,1,1,1,1,1,0
4628,1,1,0,0,0,1,0
4629,1,1,1,0,0,1,1
4630,1,1,0,0,0,1,0
4631,0,1,0,0,1,1,0
4632,0,1,1,1,1,1,1
4633,0,0,1,1,1,0,1
4636,0,1,1,1,1,1,0
4637,0,1,0,0,0,1,0
4638,1,1,0,0,0,1,0
4639,0,0,0,0,0,0,0
4640,1,1,1,1,1,1,1
4641,1,1,1,0,1,1,1
4643,0,1,0,1,0,1,0
4645,0,1,0,0,1,1,1
4646,0,1,1,0,1,1,0
4647,0,1,1,1,1,1,1
4648,0,1,0,0,0,1,0
4650,1,1,1,0,0,1,1
4651,0,1,0,0,0,1,1
4652,0,1,0,0,0,1,0
4653,1,1,0,0,1,1,0
4654,0,1,1,1,1,1,1
4656,0,1,1,0,0,1,1
4657,0,1,1,0,1,1,0
4658,1,1,0,0,0,1,0
4660,1,1,1,0,0,1,1
4661,0,1,1,1,1,1,1
4662,0,1,1,1,1,1,1
4663,1,0,1,1,0,0,1
4664,0,1,1,0,1,1,0
4665,0,0,1,1,1,0,1
4666,0,1,1,1,1,1,1
4667,1,1,0,0,0,1,0
4668,1,1,0,0,0,1,0
4669,0,1,0,0,0,1,0
4671,1,1,1,1,1,1,0
4672,0,1,1,1,1,1,1
4673,0,1,1,0,1,1,0
4674,0,1,1,1,1,1,1
4675,0,1,1,0,1,1,0
4676,1,0,1,1,0,0,0
4677,0,1,1,1,0,1,0
4679,0,1,1,1,0,1,0
4680,0,0,1,1,0,0,1
4682,0,1,0,0,0,1,0
4685,0,1,1,0,1,1,1
4686,0,0,1,1,0,0,1
4687,1,1,1,0,1,1,1
4688,1,1,1,1,1,1,1
4689,1,1,0,0,0,1,0
4690,1,1,1,0,0,1,0
4691,0,1,0,0,0,1,0
4692,0,0,1,1,0,0,1
4693,0,1,0,1,0,1,1
4694,1,1,1,1,1,1,1
4695,0,1,0,0,0,1,0
4696,1,1,0,0,0,1,1
4697,0,0,0,1,0,0,1
4698,0,0,1,1,0,0,0
4699,1,1,1,0,0,1,1
4700,0,1,1,1,0,1,1
4701,0,1,1,0,1,1,0
4702,1,1,1,0,1,1,1
4704,0,0,0,0,0,0,0
4705,0,1,1,1,1,1,1
4706,1,1,0,0,1,1,0
4707,1,1,0,0,0,1,0
4708,0,1,1,0,1,1,1
4710,1,1,1,0,0,1,1
4711,0,1,0,0,0,1,0
4714,0,0,1,1,0,0,0
4715,1,1,0,0,0,1,0
4717,0,0,0,1,0,0,1
4718,0,1,1,1,1,1,1
4719,0,1,1,1,1,1,1
4721,1,1,1,1,1,1,1
4722,0,0,0,1,0,0,1
4723,0,1,0,0,0,1,0
4724,1,1,1,1,1,1,1
4725,1,1,0,0,0,1,1
4726,1,1,0,0,0,1,0
4728,0,1,1,0,1,1,0
4729,0,0,0,0,0,0,0
4730,1,1,1,0,0,1,0
4731,0,1,0,0,0,1,0
4732,0,0,1,1,0,0,0
4733,1,1,1,1,0,1,1
4734,0,1,0,0,0,1,0
4735,1,1,1,0,0,1,1
4736,0,1,1,0,1,1,1
4737,1,1,0,0,0,1,0
4738,1,1,1,0,1,1,1
4739,0,1,1,1,1,1,1
4740,0,1,1,0,0,1,1
4741,0,0,0,0,0,0,0
4743,0,1,0,0,1,1,0
4744,1,1,1,1,1,1,1
4746,1,1,0,0,1,1,0
4748,1,1,0,0,0,1,1
4749,1,1,0,0,0,1,0
4751,0,1,0,0,0,1,0
4752,0,1,0,0,0,1,0
4753,1,1,0,0,0,1,0
4755,1,1,1,0,0,1,0
4756,0,0,1,1,0,0,0
4757,0,0,0,1,0,0,0
4758,0,1,1,1,1,1,1
4759,0,1,0,0,0,1,0
4760,0,1,0,0,0,1,1
4761,0,0,0,1,0,0,1
4762,0,1,1,1,1,1,1
4763,1,1,1,0,0,1,1
4764,1,1,0,0,1,1,0
4765,0,1,0,0,0,1,0
4766,1,1,1,1,1,1,0
4767,0,1,0,0,0,1,1
4768,0,1,1,0,0,1,0
4769,1,0,0,1,0,0,1
4770,0,1,1,0,1,1,1
4771,1,1,1,1,0,1,0
4772,0,1,1,1,1,1,0
4773,0,1,1,1,1,1,1
4774,1,1,0,0,0,1,0
4775,1,0,0,1,0,0,1
4776,0,0,1,1,0,0,1
4777,0,1,1,1,1,1,1
4778,0,1,0,0,0,1,0
4779,1,1,1,1,1,1,1
4780,0,0,1,1,0,0,1
4782,0,1,0,0,0,1,0
4783,1,0,0,0,0,0,0
4784,0,1,0,0,0,1,0
4785,0,0,0,0,0,0,1
4786,0,0,1,1,0,0,1
4787,0,1,1,1,1,1,1
4790,0,1,1,1,0,1,0
4791,0,1,1,1,0,1,0
4792,1,1,0,0,1,1,1
4793,0,1,0,0,0,1,0
4795,0,1,0,0,0,1,0
4796,0,1,1,0,0,1,0
4797,1,1,1,0,1,1,1
4798,0,1,0,0,0,1,1
4799,0,0,1,0,1,0,0
4800,0,0,1,1,0,0,1
4801,1,1,0,0,0,1,1
4802,1,0,1,0,0,0,0
4803,1,1,0,0,0,1,0
4804,0,1,1,1,1,1,1
4805,0,1,0,0,0,1,1
4806,0,1,0,0,1,1,1
4807,1,1,0,0,0,1,0
4808,0,1,1,1,1,1,1
4809,0,0,1,1,0,0,1
4810,1,1,1,0,0,1,1
4811,0,1,1,1,0,1,0
4812,1,1,0,0,0,1,0
4813,0,1,0,0,0,1,0
4814,0,0,0,1,0,0,1
4815,1,1,0,0,0,1,0
4816,1,0,1,1,1,0,1
4817,0,1,0,0,0,1,0
4818,0,1,1,1,1,1,1
4819,0,1,0,0,0,1,0
4820,1,1,0,0,0,1,0
4823,0,1,0,0,0,1,1
4824,0,0,1,1,0,0,1
4826,0,0,1,1,0,0,0
4827,0,1,0,0,1,1,0
4828,0,0,1,1,0,0,1
4829,0,1,1,1,0,1,0
4830,0,1,1,0,0,1,0
4831,1,1,0,0,0,1,0
4832,0,1,0,0,1,1,1
4833,0,0,1,1,1,0,1
4834,1,1,0,0,0,1,0
4835,1,1,0,0,0,1,0
4836,0,1,1,0,0,1,0
4838,1,1,0,0,0,1,0
4839,0,1,0,0,0,1,0
4840,0,1,1,1,0,1,1
4841,0,0,0,0,0,0,0
4842,1,1,1,1,1,1,1
4843,0,1,0,0,0,1,0
