,sex,age_cat,race,juv_crime,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
3159,2,1,1,1,1,1,3,3,1
3160,1,1,2,1,1,2,2,2,1
3161,2,1,1,1,8,1,1,1,2
3162,2,3,1,1,1,1,3,3,2
3163,1,1,2,1,2,2,3,2,1
3164,2,1,2,1,1,1,3,2,1
3165,1,1,1,1,3,1,2,2,1
3166,1,2,2,1,5,1,2,2,1
3167,2,1,2,1,4,1,2,2,1
3169,2,1,1,1,4,1,3,1,1
3170,2,1,1,1,18,1,1,2,2
3171,2,1,2,1,4,1,3,2,2
3173,2,1,1,1,11,1,3,2,2
3174,2,2,2,1,6,2,2,2,2
3175,1,3,2,1,1,2,3,3,1
3176,2,2,2,1,11,1,2,2,2
3177,2,1,1,2,17,1,1,1,2
3178,2,1,1,1,7,2,3,2,2
3179,2,1,1,1,5,1,1,2,2
3180,2,3,1,1,1,1,2,2,1
3182,1,2,2,1,1,2,2,2,1
3183,2,1,2,1,2,1,1,2,2
3184,2,3,2,1,2,1,2,3,1
3185,2,1,2,1,1,2,2,2,2
3186,2,1,1,11,15,1,3,3,2
3187,1,2,2,1,1,2,2,2,1
3188,1,3,1,1,1,2,2,2,1
3191,1,1,2,1,5,1,2,2,2
3194,2,2,2,1,3,1,1,2,2
3196,2,1,1,1,6,1,2,2,1
3197,2,1,1,1,2,2,2,2,2
3198,2,3,1,4,2,1,3,1,1
3199,2,2,1,1,10,1,2,2,1
3200,2,2,2,1,2,2,2,2,1
3201,2,3,1,2,3,1,2,3,2
3202,1,2,2,1,2,2,2,2,2
3203,2,1,1,1,22,1,3,2,1
3204,1,1,1,1,2,1,2,2,1
3205,2,3,2,2,5,2,3,3,2
3206,1,1,1,3,23,1,1,2,2
3207,1,1,2,1,1,2,3,2,2
3208,2,3,1,1,1,1,2,2,1
3209,2,1,1,1,1,1,2,2,2
3210,1,2,2,1,1,2,2,2,1
3211,2,2,1,1,4,1,2,2,1
3212,2,1,1,1,10,2,3,2,2
3213,2,1,2,1,1,2,2,2,1
3214,2,1,1,1,2,1,2,2,1
3215,2,2,2,1,1,2,2,2,1
3216,2,1,1,1,3,1,2,2,1
3217,2,3,1,2,3,1,3,3,2
3219,2,1,2,1,1,2,2,3,1
3220,2,1,1,1,14,1,2,2,2
3221,2,1,1,1,5,1,3,2,1
3222,2,1,1,1,2,2,2,2,1
3223,2,1,1,1,2,1,1,1,1
3224,2,1,2,1,1,2,2,2,1
3225,2,1,2,1,1,1,2,2,1
3226,1,1,2,1,1,2,2,2,2
3228,2,2,1,3,20,1,1,2,1
3229,2,2,1,1,8,2,3,2,1
3230,1,1,1,1,2,2,2,2,1
3231,2,1,2,1,6,1,3,2,2
3232,2,1,1,1,2,1,2,2,1
3233,2,2,2,1,2,1,2,2,1
3234,2,1,2,1,2,1,2,2,1
3235,1,1,1,3,5,2,3,2,2
3237,2,1,2,1,4,1,3,2,2
3238,2,1,1,1,1,1,2,2,1
3239,2,2,2,1,1,2,2,2,1
3241,2,1,2,1,2,2,2,2,2
3242,1,1,1,1,2,1,2,2,2
3243,1,1,2,1,1,2,2,2,1
3245,2,2,2,1,7,1,2,2,2
3246,2,3,1,5,9,1,1,1,2
3247,2,1,2,1,1,1,2,2,2
3248,2,1,1,1,9,1,3,3,2
3249,2,2,1,3,21,2,3,2,1
3250,2,1,1,1,11,2,3,2,2
3251,2,3,1,1,2,1,3,3,2
3252,2,2,1,1,5,1,2,2,1
3253,2,1,1,1,1,1,2,2,2
3254,2,1,2,1,1,2,1,1,2
3255,2,1,1,2,3,1,3,2,2
3256,2,1,2,1,1,2,3,2,2
3257,2,3,1,1,1,1,3,3,1
3258,2,3,2,1,3,1,3,3,2
3259,2,1,2,1,4,2,3,2,1
3260,1,1,1,1,1,2,2,2,1
3261,2,3,1,1,12,1,1,3,2
3262,2,2,2,1,1,1,2,2,1
3263,2,3,1,1,3,2,2,2,2
3264,2,1,1,1,8,1,1,3,2
3265,2,3,1,2,2,1,2,2,1
3266,2,2,2,1,2,1,2,2,1
3267,2,2,2,1,4,1,2,2,1
3268,2,3,1,2,2,2,2,3,2
3269,1,1,2,1,1,2,2,2,1
3270,2,1,2,1,1,2,2,2,2
3271,2,1,1,2,17,1,1,1,2
3273,2,1,1,1,1,2,3,2,1
3274,1,1,2,1,3,2,2,2,2
3275,2,1,2,1,17,1,3,3,2
3276,1,2,1,1,2,1,2,2,1
3277,2,1,1,1,1,1,2,2,2
3278,2,1,1,1,1,2,2,2,1
3279,2,1,1,6,20,1,1,3,2
3280,2,3,1,1,2,1,3,3,1
3281,2,1,2,1,1,2,2,2,1
3282,2,2,1,1,14,1,2,2,2
3284,2,1,1,1,5,1,3,2,2
3286,2,1,2,2,3,1,3,1,1
3287,2,2,2,1,3,1,2,2,1
3288,2,1,1,1,15,1,1,2,2
3289,2,3,1,1,1,2,2,3,2
3290,2,1,1,2,9,1,1,1,1
3292,2,1,1,1,1,1,2,2,1
3293,2,1,1,1,1,1,3,2,1
3294,2,1,1,1,1,1,2,2,2
3295,1,1,2,1,3,1,3,2,2
3296,2,2,2,1,3,1,2,2,2
3297,2,2,2,1,1,2,2,2,1
3298,2,3,1,1,3,1,3,2,2
3299,1,2,1,1,3,1,2,2,2
3300,2,1,1,1,1,2,2,2,2
3301,2,1,2,1,1,1,2,2,1
3302,1,3,1,1,1,1,3,3,2
3303,2,3,2,1,2,1,2,2,1
3304,2,3,2,1,1,2,2,2,1
3305,2,1,1,1,1,1,2,2,1
3306,2,3,1,6,6,1,1,1,2
3307,2,1,1,1,5,1,1,2,2
3308,2,2,2,1,10,1,2,2,2
3309,1,1,1,1,4,2,3,2,1
3310,2,1,1,1,14,1,1,2,1
3311,2,1,1,1,3,1,2,2,1
3312,2,3,2,1,1,1,1,3,2
3313,2,1,1,1,23,2,1,2,2
3314,2,1,1,1,2,2,2,2,2
3315,2,2,2,1,5,2,2,2,2
3316,2,1,2,1,3,1,2,2,1
3317,2,2,1,1,1,2,2,2,1
3318,2,2,2,1,1,1,2,2,1
3319,2,1,2,1,3,1,2,2,2
3320,1,1,2,1,1,1,1,2,2
3321,1,1,2,1,2,1,3,2,1
3322,2,1,1,1,1,1,2,2,2
3323,2,3,1,1,4,1,2,2,2
3324,2,1,1,1,1,2,2,2,2
3325,2,1,1,1,5,2,2,2,2
3326,2,2,2,1,3,1,2,2,1
3327,2,1,2,1,2,1,3,3,2
3330,2,1,2,1,3,2,2,2,1
3335,2,3,1,1,2,1,3,1,2
3336,2,2,2,1,1,2,2,2,1
3337,2,3,2,1,2,1,2,3,2
3338,1,3,1,1,2,1,2,2,1
3339,2,2,2,1,10,1,2,2,2
3340,2,1,2,1,1,2,2,2,2
3341,2,1,2,1,3,1,2,2,1
3342,2,2,2,1,4,1,2,2,1
3343,2,2,2,1,7,2,2,2,2
3344,2,3,1,2,2,1,3,3,1
3345,2,2,2,1,3,1,2,2,1
3346,2,1,2,1,2,1,2,2,2
3347,2,1,1,1,6,1,1,2,1
3348,1,1,2,1,2,2,2,2,2
3349,2,1,1,1,1,1,2,2,2
3350,2,1,1,1,5,2,2,2,1
3351,2,2,2,1,1,2,2,2,1
3352,2,1,2,1,6,1,3,3,2
3353,1,3,2,1,1,2,2,2,1
3354,1,1,2,1,1,2,2,2,1
3355,2,3,1,1,2,2,2,3,1
3356,2,2,2,1,2,2,2,2,1
3357,1,3,1,1,1,1,1,3,2
3358,2,1,2,1,7,1,3,2,1
3359,2,1,1,1,30,1,1,1,2
3360,2,3,2,1,2,1,3,2,1
3361,1,3,1,1,1,1,3,3,2
3362,2,1,1,3,12,1,1,3,2
3363,1,1,1,1,1,2,2,2,1
3365,1,1,1,1,5,1,3,2,1
3366,2,2,2,1,1,2,2,2,1
3367,2,3,2,2,2,1,3,3,1
3368,2,1,2,1,3,1,2,2,1
3369,2,1,2,1,7,1,2,2,2
3370,2,1,2,1,4,2,2,2,2
3371,2,2,2,1,6,1,2,2,2
3373,2,1,1,1,3,1,1,3,2
3374,2,2,1,1,11,1,2,2,1
3375,2,3,1,1,1,2,1,3,1
3376,2,3,2,1,3,1,3,3,2
3379,2,1,1,1,1,2,1,1,2
3380,2,2,2,1,3,1,2,2,1
3381,2,1,2,1,5,2,2,2,2
3382,2,2,2,1,4,1,2,2,1
3383,2,3,1,1,4,1,1,1,2
3384,2,2,1,3,14,1,2,2,1
3385,2,2,2,1,3,1,3,2,1
3386,2,1,1,1,7,1,1,3,1
3387,2,3,1,3,2,2,3,3,1
3388,1,3,1,1,1,1,2,2,2
3389,2,1,2,1,18,1,1,1,2
3391,2,2,2,1,7,1,2,2,1
3392,1,1,2,1,1,2,2,2,1
3393,2,2,1,1,20,1,3,2,1
3394,2,2,2,1,13,2,3,2,1
3395,2,1,1,1,7,2,3,2,2
3396,2,1,1,1,1,2,2,2,2
3397,2,2,1,1,12,1,2,2,1
3398,2,1,2,1,1,1,3,2,1
3400,2,1,1,3,13,1,1,3,2
3401,1,1,2,1,1,1,2,2,1
3402,2,1,1,1,2,2,2,2,2
3403,1,1,2,1,4,2,3,2,1
3404,2,1,1,1,1,1,2,2,1
3405,2,1,1,1,5,1,2,2,1
3406,2,1,1,1,5,1,3,3,2
3407,2,1,2,2,8,1,1,1,2
3408,2,1,1,5,16,2,1,2,2
3409,2,3,1,2,2,2,1,1,2
3410,2,1,2,1,3,1,1,1,2
3411,2,1,2,1,1,1,2,2,2
3412,2,1,2,1,1,2,2,2,1
3413,2,1,1,1,5,1,2,2,1
3414,2,1,1,1,8,1,3,2,1
3415,1,3,2,1,1,1,1,3,1
3416,2,1,1,1,1,1,3,2,2
3417,2,3,2,1,1,1,2,3,1
3418,1,3,2,1,1,1,2,2,1
3419,1,2,1,1,1,2,2,2,1
3420,2,1,1,1,1,2,2,2,2
3421,2,2,1,1,2,2,3,2,2
3422,1,1,2,1,4,1,3,2,1
3423,2,1,1,1,4,1,3,2,2
3424,2,1,1,1,12,1,1,3,2
3425,1,3,2,1,3,1,2,2,1
3426,2,1,1,1,8,1,2,2,1
3427,2,1,1,1,1,2,2,2,1
3428,2,2,1,1,4,2,2,2,1
3429,2,2,2,1,1,1,2,2,1
3430,2,1,1,1,11,2,2,3,2
3431,2,2,2,1,1,1,2,2,1
3432,2,1,1,1,1,1,1,1,1
3433,2,2,1,1,6,1,2,2,2
3434,2,1,1,1,1,2,3,3,1
3435,2,3,1,1,1,1,3,3,2
3436,1,1,1,1,1,2,2,2,1
3437,2,3,1,3,1,1,3,3,2
3438,2,1,2,1,1,1,2,2,1
3439,2,1,1,1,1,2,2,2,1
3440,2,1,1,1,1,2,3,2,1
3441,2,1,1,1,2,2,2,2,1
3442,2,1,2,1,5,2,2,2,1
3443,2,1,1,1,16,1,1,3,1
3444,2,1,1,1,7,1,1,2,2
3445,2,1,1,1,7,1,2,2,1
3446,1,1,2,1,3,1,2,2,1
3447,1,1,1,1,2,1,2,2,1
3448,2,1,2,1,6,2,2,2,2
3449,2,3,2,1,2,2,3,3,2
3450,2,3,2,3,9,1,1,1,2
3451,2,1,1,2,9,2,1,3,2
3452,1,2,1,1,2,1,2,2,1
3453,2,1,2,1,3,1,3,3,2
3454,2,2,1,1,1,2,2,2,1
3455,2,3,1,2,5,1,1,1,1
3456,2,1,2,1,6,2,2,2,1
3457,2,1,2,1,7,1,3,2,2
3458,2,1,1,1,1,2,3,2,1
3459,1,3,2,1,3,2,3,2,1
3460,2,1,1,1,4,1,1,3,2
3461,1,2,2,1,2,1,2,2,1
3462,1,1,1,2,2,1,3,2,1
3463,2,2,2,1,8,1,2,2,1
3464,2,1,1,1,2,2,3,2,1
3465,1,3,2,2,4,2,3,3,2
3466,2,3,1,4,3,1,1,3,2
3467,2,2,2,1,4,1,2,2,1
3469,1,2,2,1,2,1,2,2,1
3471,2,1,1,1,2,2,2,2,1
3472,2,2,1,1,16,1,2,2,2
3474,2,1,1,1,1,2,1,1,2
3475,2,1,1,1,2,1,3,3,1
3476,2,3,1,2,2,1,1,1,2
3477,2,2,1,1,1,2,2,2,1
3479,2,3,1,1,1,1,2,3,2
3480,2,1,2,1,3,2,2,2,1
3484,1,1,2,1,1,2,2,2,2
3485,2,2,2,1,1,2,2,2,1
3486,2,1,2,1,6,2,3,2,2
3488,2,2,1,1,2,1,3,3,1
3491,2,2,1,1,4,1,2,2,1
3492,2,2,1,1,1,1,2,2,1
3493,2,1,2,3,3,2,2,2,1
3494,1,2,2,1,1,2,2,2,1
3496,2,1,1,1,18,2,3,2,2
3497,2,1,2,1,4,1,2,2,1
3498,2,1,2,1,3,1,2,2,2
3499,2,3,1,1,2,1,1,1,2
3500,2,1,1,1,6,1,2,2,1
3501,2,1,1,2,10,2,3,2,2
3502,2,2,2,1,2,2,2,2,1
3503,2,1,2,1,2,1,1,3,2
3504,1,1,1,1,1,1,1,3,1
3505,1,2,2,1,1,2,2,2,2
3506,1,1,1,1,1,1,2,2,1
3507,2,1,2,1,2,1,2,2,1
3509,1,1,1,1,1,1,2,2,1
3510,2,1,1,1,1,2,3,2,1
3511,2,1,2,1,6,1,2,2,1
3513,2,3,1,1,1,1,3,3,1
3514,1,1,2,1,1,1,2,2,2
3515,2,3,1,1,8,1,1,3,2
3516,2,1,2,1,1,2,2,2,1
3517,1,1,2,1,6,1,3,2,2
3518,2,2,1,1,4,2,2,2,1
3519,1,1,1,1,1,2,2,2,1
3520,2,1,1,1,2,2,3,2,2
3521,1,1,2,1,7,1,3,2,1
3522,1,3,1,1,1,2,3,3,1
3523,2,1,1,1,2,2,3,3,1
3524,2,1,1,1,2,1,2,2,2
3525,2,3,1,1,1,2,2,2,1
3527,2,1,1,1,10,1,1,1,2
3528,2,1,1,1,10,1,3,2,2
3529,2,3,2,2,1,1,3,1,2
3530,2,1,1,1,10,1,2,2,2
3531,2,1,2,1,10,1,3,2,2
3532,2,3,1,1,3,2,1,1,2
3533,2,1,1,1,22,1,1,1,2
3534,2,1,2,1,4,1,3,2,2
3535,2,2,2,1,3,2,2,2,2
3537,2,3,2,1,4,2,1,3,2
3538,1,2,1,1,6,1,2,2,1
3539,1,1,2,1,3,2,3,2,1
3540,2,2,1,1,1,1,2,2,2
3541,2,1,1,1,1,2,2,2,1
3542,2,1,1,1,6,1,1,1,2
3543,2,2,1,1,15,1,3,2,1
3544,2,1,1,1,3,2,3,2,2
3545,2,2,1,1,12,2,3,2,2
3547,2,3,1,1,1,1,2,3,1
3548,2,3,1,1,3,1,1,3,2
3549,1,1,1,1,1,1,2,2,1
3550,2,2,1,1,1,2,2,2,1
3551,1,2,2,1,9,1,2,2,2
3553,2,2,1,1,4,1,3,2,2
3554,2,1,2,1,1,1,2,2,1
3555,2,3,1,2,2,1,3,3,1
3557,2,2,1,2,9,1,1,2,2
3558,2,1,1,2,7,2,3,2,2
3559,2,1,1,2,11,1,1,1,2
3560,2,1,1,1,13,1,1,1,2
3561,2,1,1,1,5,1,3,2,2
3562,2,1,1,1,8,2,1,1,2
3563,2,1,1,1,2,2,3,3,2
3564,2,2,1,1,3,1,2,2,1
3565,2,1,2,1,3,1,3,3,2
3566,2,3,2,2,2,1,3,3,1
3567,2,1,1,1,4,1,3,1,1
3568,2,1,1,1,14,1,3,2,2
3569,2,1,1,1,3,1,2,2,1
3570,2,2,2,1,1,2,2,2,2
3571,2,3,1,2,7,1,1,3,2
3574,1,1,2,1,7,1,3,2,2
3575,2,3,1,1,3,2,1,3,2
3576,2,2,1,1,13,1,2,2,2
3577,2,3,1,1,2,2,3,3,2
3578,2,2,1,1,2,1,2,2,1
3579,2,2,2,1,7,1,2,2,1
3580,1,1,2,1,1,2,2,2,1
3581,2,1,2,1,6,1,2,2,1
3582,2,1,1,1,1,1,2,2,2
3583,2,2,2,1,2,1,2,2,1
3584,1,1,1,1,3,2,2,2,1
3585,2,1,1,1,1,1,2,2,2
3587,2,2,1,1,10,1,2,2,1
3588,2,3,1,2,10,2,1,3,2
3589,1,3,1,2,3,1,1,1,1
3591,1,1,1,1,3,1,2,2,1
3593,1,1,2,1,23,2,1,2,2
3594,2,2,1,1,1,2,2,2,1
3596,1,1,2,1,4,1,3,2,1
3597,1,1,2,1,2,1,3,3,2
3599,2,1,1,1,6,1,1,3,2
3600,2,1,1,1,5,1,3,2,1
3601,2,3,1,1,2,2,3,3,2
3602,2,1,2,1,6,1,3,2,1
3603,2,1,2,1,1,2,2,2,2
3604,2,3,1,1,1,1,2,3,1
3605,2,1,2,1,5,2,3,2,2
3606,2,2,1,1,12,2,3,3,2
3607,2,1,1,1,2,1,3,2,1
3608,2,1,1,1,13,1,2,2,2
3609,2,1,1,2,14,1,1,3,2
3611,2,2,1,1,16,2,3,2,2
3612,2,3,1,3,4,1,1,1,2
3613,2,1,1,1,16,1,1,2,1
3614,2,2,2,1,1,2,2,2,1
3615,2,1,1,1,13,1,3,3,1
3616,1,2,1,1,2,1,2,2,1
3618,1,3,1,1,1,1,3,3,2
3619,2,2,2,1,29,1,1,2,2
3620,2,1,1,1,8,1,3,2,2
3621,2,2,2,1,5,1,3,2,2
3623,2,1,1,4,17,1,1,3,2
3624,1,3,1,1,1,2,2,2,1
3625,2,1,1,1,6,1,2,2,2
3626,2,2,2,1,14,1,2,2,1
3627,1,2,2,1,1,1,2,2,1
3628,2,2,1,1,1,1,2,2,1
3629,1,1,1,1,1,2,2,2,1
3630,1,2,2,1,1,2,2,2,1
3631,2,1,1,1,2,1,2,2,2
3632,2,3,1,1,1,1,3,3,2
3633,1,1,2,1,1,2,2,2,2
3634,2,1,2,1,2,2,2,2,1
3636,2,3,2,1,1,1,2,2,1
3637,2,1,1,1,8,2,1,2,2
3638,1,3,2,1,1,1,2,3,1
3639,1,2,1,1,1,1,2,2,1
3640,2,1,1,2,9,2,3,3,2
3642,2,1,2,1,6,1,2,2,1
3643,1,1,1,1,6,1,2,2,1
3644,2,1,1,1,2,2,3,3,2
3645,2,1,2,1,2,1,2,2,1
3646,2,1,2,1,3,1,2,3,1
3647,1,1,1,1,2,1,3,2,1
3648,1,1,2,2,12,1,3,2,2
3649,2,3,1,2,4,1,2,3,2
3650,2,1,2,1,1,1,2,2,1
3651,2,2,2,1,2,1,2,2,2
3653,1,3,1,1,1,2,2,2,1
3654,2,1,1,4,7,1,3,1,2
3656,2,3,1,3,2,2,1,1,2
3658,1,1,1,1,6,1,3,3,1
3659,2,3,2,2,2,1,2,3,2
3660,2,2,2,1,4,2,2,2,1
3661,2,1,2,1,5,1,2,2,2
3665,2,3,1,3,2,1,3,3,2
3666,2,2,1,1,1,2,2,2,2
3667,2,2,1,1,13,1,3,2,2
3668,2,1,2,1,2,2,2,2,1
3669,1,2,2,1,9,2,2,2,2
3670,1,1,1,1,1,1,2,2,1
3671,2,2,2,1,2,1,2,2,2
3672,1,2,1,1,7,1,2,2,1
3673,2,1,2,1,5,2,3,3,2
3674,2,1,2,1,1,1,2,2,1
3675,2,1,1,1,10,1,1,1,2
3676,2,2,2,1,3,1,2,2,1
3677,2,2,1,2,13,1,1,2,2
3678,2,1,2,1,2,1,2,2,1
3680,1,1,1,1,3,1,2,2,2
3681,2,1,2,1,2,1,2,2,1
3682,2,2,2,1,1,2,2,2,1
3683,2,1,1,1,1,1,3,2,1
3684,2,1,2,2,2,1,2,2,1
3685,2,1,1,2,4,1,1,3,2
3686,1,2,2,1,7,1,3,2,2
3687,2,3,1,2,2,1,1,1,2
3688,2,3,1,1,1,1,2,3,1
3689,1,1,1,1,2,1,3,2,2
3690,1,2,1,1,1,1,2,2,1
3691,1,2,2,1,1,2,2,2,1
3692,2,2,1,1,1,2,2,2,1
3693,2,3,1,1,1,2,3,3,1
3694,2,1,1,1,1,1,2,2,1
3695,2,2,1,1,1,1,2,2,2
3696,2,1,1,2,11,1,1,2,2
3698,2,2,1,1,2,1,2,2,1
3699,2,1,1,1,3,1,2,2,2
3700,1,3,1,1,1,1,1,1,1
3701,2,1,1,1,1,1,3,2,1
3702,2,1,2,1,6,1,1,2,2
3703,2,2,1,1,1,1,2,2,1
3704,2,1,1,1,3,1,2,2,1
3705,2,3,2,2,2,2,2,2,1
3707,2,1,2,1,2,2,2,2,2
3710,2,1,1,1,1,1,2,2,1
3711,1,1,2,1,2,2,3,2,2
3712,2,1,1,1,1,1,3,2,2
3713,2,1,1,1,22,2,3,3,2
3714,2,3,2,2,1,2,2,3,1
3715,1,1,2,2,1,2,2,2,1
3716,2,3,1,1,2,1,2,3,2
3717,2,2,1,1,4,1,2,2,1
3718,2,3,1,2,3,1,1,1,2
3719,2,1,2,1,3,1,2,2,1
3720,1,1,1,1,4,1,2,2,1
3721,2,1,1,1,1,2,3,3,2
3722,2,1,2,1,4,2,3,2,2
3723,2,3,1,1,1,2,1,1,2
3724,1,1,1,1,4,2,2,2,1
3725,1,1,2,1,5,1,3,3,1
3726,2,3,1,1,2,1,3,3,2
3727,1,1,1,1,2,1,2,2,1
3728,1,1,1,1,16,1,3,3,2
3729,2,1,1,1,1,1,2,2,2
3730,2,3,1,1,1,1,3,1,1
3731,2,1,2,1,3,1,2,2,2
3732,2,3,2,1,1,1,2,2,1
3733,2,1,1,1,1,1,2,2,1
3734,2,1,1,1,2,1,2,2,1
3735,1,3,1,1,4,1,1,1,1
3736,1,3,1,1,2,1,2,2,1
3737,2,1,1,1,1,2,2,2,2
3738,2,1,2,1,3,2,3,3,2
3739,1,3,2,1,1,1,3,2,2
3740,2,3,1,2,2,1,1,1,2
3742,2,1,1,4,4,2,1,1,2
3743,1,3,1,1,4,2,3,3,2
3744,2,1,1,1,1,2,3,2,1
3745,2,1,2,1,2,1,2,2,2
3746,2,1,2,1,11,1,1,3,2
3747,2,1,2,1,1,1,2,2,1
3748,2,2,2,1,2,2,2,2,1
3749,2,1,1,2,8,1,1,1,2
3750,2,1,2,1,1,1,2,2,1
3751,2,1,2,1,1,2,2,2,1
3752,2,1,1,2,6,1,2,2,1
3753,2,3,1,1,1,1,3,3,1
3754,2,1,2,1,1,2,3,2,1
3755,2,1,1,1,13,1,1,2,2
3756,1,1,2,1,5,2,3,2,1
3757,1,1,1,1,1,2,2,2,1
3758,2,1,1,1,5,1,2,2,1
3759,2,1,2,1,2,1,3,2,1
3760,1,1,2,1,1,2,1,3,1
3761,2,1,1,3,19,1,1,3,2
3762,2,1,1,1,3,1,2,2,1
3764,1,1,1,1,1,2,3,2,1
3765,1,1,2,1,2,1,3,2,1
3766,2,1,1,1,3,1,3,3,2
3767,1,1,1,1,1,2,2,2,1
3768,2,1,2,2,4,2,3,3,1
3770,1,1,1,1,1,2,3,3,1
3771,1,1,2,1,1,2,2,2,1
3772,2,3,2,2,2,1,1,1,2
3773,2,3,1,1,1,1,2,3,1
3775,2,3,1,1,3,2,2,2,2
3776,2,2,1,1,1,1,1,3,2
3777,1,1,1,1,2,1,3,2,2
3778,2,3,1,1,2,2,2,3,1
3779,2,1,1,2,4,2,1,1,2
3780,2,3,1,2,6,1,1,1,2
3782,1,3,2,1,1,2,1,3,1
3783,2,1,2,1,3,1,2,2,2
3785,1,3,1,1,1,2,2,3,2
3786,2,1,2,1,1,1,2,2,2
3787,1,1,2,1,1,2,2,2,2
3788,2,1,1,5,13,1,1,3,2
3789,2,1,1,1,3,1,3,3,1
3790,1,1,2,1,1,2,2,2,1
3791,2,1,1,3,9,1,1,2,2
3792,1,1,2,1,1,1,2,2,1
3793,2,2,1,1,5,1,3,2,1
3794,1,1,2,1,1,2,2,2,1
3796,2,1,1,2,10,1,1,1,2
3797,2,2,2,1,1,1,2,2,1
3798,2,3,1,2,2,2,3,3,1
3799,1,1,1,1,2,1,2,2,1
3800,2,2,2,1,2,2,2,2,1
3802,1,2,1,3,22,2,1,3,2
3805,2,2,1,1,13,1,2,2,1
3806,2,2,1,1,4,1,2,2,1
3807,1,1,2,1,3,2,2,2,1
3808,2,1,2,6,14,1,2,2,2
3809,2,3,1,1,1,1,2,2,2
3810,2,3,2,1,4,1,3,3,1
3811,2,3,1,1,1,1,2,3,1
3812,2,1,2,1,2,1,1,3,1
3813,1,1,2,1,2,2,2,2,1
3814,2,2,1,1,6,1,2,2,2
3815,2,1,2,1,3,1,2,2,2
3816,2,3,1,1,1,1,2,3,2
3818,2,1,1,1,1,1,3,2,1
3819,2,3,1,1,2,1,1,1,2
3820,2,3,1,1,4,1,1,1,2
3821,2,3,2,2,2,1,2,2,1
3823,2,3,1,2,3,1,1,3,1
3824,1,1,1,1,1,2,2,2,1
3825,1,2,2,1,1,2,2,2,2
3827,2,1,1,1,2,1,2,2,1
3829,2,2,1,1,23,1,1,2,2
3830,2,1,1,1,1,1,2,3,2
3831,2,1,2,1,3,1,2,2,1
3832,1,3,2,1,4,1,1,2,2
3834,2,3,2,1,1,1,2,3,2
3835,1,1,2,1,3,1,3,2,2
3836,2,1,1,1,9,1,2,2,2
3837,2,3,1,1,1,2,3,1,2
3838,1,1,1,1,5,1,3,2,1
3839,2,1,2,1,1,1,1,2,2
3840,2,1,2,1,8,1,1,3,2
3842,2,1,2,1,2,1,2,2,2
3843,1,1,1,1,1,2,2,2,1
3844,2,2,2,1,4,2,2,2,1
3845,2,3,2,1,1,1,2,3,2
3846,2,1,1,1,6,1,2,2,1
3847,2,1,1,1,1,1,2,2,1
3848,2,1,1,1,7,2,1,2,2
3849,1,3,1,2,2,2,3,3,1
3850,2,1,2,1,12,1,1,1,1
3851,2,3,2,1,1,1,1,1,1
3852,1,1,1,1,3,1,2,2,1
3853,2,2,2,1,2,1,3,2,2
3855,2,1,1,2,18,1,1,1,2
3856,1,2,2,1,2,2,2,2,1
3857,2,1,2,1,1,1,1,2,1
3859,2,2,1,1,18,1,1,2,2
3860,1,1,1,1,1,2,3,2,1
3861,2,1,2,1,4,2,2,2,2
3862,2,3,1,2,2,1,2,3,2
3863,2,1,1,1,1,1,3,3,1
3864,2,1,1,1,3,2,3,2,1
3866,2,1,2,1,1,2,2,2,1
3867,2,1,1,1,2,1,2,2,2
3868,1,3,1,1,1,1,3,2,1
3869,1,3,1,1,2,1,2,2,1
3871,2,1,1,1,22,1,3,2,2
3872,2,1,1,4,19,1,1,1,2
3874,2,1,1,2,10,1,3,2,2
3875,2,3,1,1,2,1,3,3,1
3876,1,1,1,1,1,1,2,2,2
3877,2,1,1,2,11,2,3,2,1
3878,2,1,1,1,2,1,2,2,1
3879,2,1,1,1,1,1,2,2,1
3880,2,3,1,1,3,1,1,3,2
3881,2,1,2,1,2,1,2,2,2
3882,2,1,1,1,2,2,3,2,2
3883,2,1,2,1,1,1,2,2,1
3884,2,1,1,1,1,2,2,2,1
3885,2,3,2,1,4,1,3,3,2
3886,1,1,1,1,1,1,2,2,1
3887,2,3,1,1,2,1,3,1,2
3888,1,1,2,1,1,1,2,2,1
3889,2,2,2,1,3,1,2,2,1
3890,1,2,1,1,2,1,2,2,2
3891,1,3,1,1,5,1,2,2,2
3892,1,1,2,1,1,2,2,2,1
3893,2,3,1,2,3,1,3,1,2
3894,1,1,1,1,5,1,3,2,2
3895,2,1,1,1,1,1,3,2,1
3896,2,1,2,1,2,2,2,2,2
3897,2,2,2,1,4,1,3,2,1
3898,2,3,1,1,1,1,3,3,1
3899,2,3,1,1,3,1,1,1,2
3900,2,1,1,1,4,1,1,3,2
3902,1,1,1,1,1,1,2,2,1
3903,2,1,1,1,1,2,1,3,2
3904,1,2,2,1,3,1,2,2,1
3906,2,3,2,6,1,2,2,3,1
3907,2,1,1,2,11,1,3,2,2
3908,2,1,1,1,6,1,3,2,2
3909,2,3,1,2,5,1,1,1,2
3910,2,1,2,1,1,2,2,2,1
3912,2,1,2,1,2,2,2,2,1
3913,1,1,1,1,14,1,1,3,2
3914,2,1,2,1,1,1,2,2,2
3916,2,2,1,1,5,2,2,2,1
3918,2,1,1,1,3,1,2,2,2
